Kanji,Meaning,Radicals,Sound
後ろ盾,backing,Behind + Shield,うしだて
塗る,to paint,Paint,ぬ
塗料,paints,Paint + Fee,とりょう
悔やむ,to mourn,Regret,く
水溶性,water-soluble,Water + Melt + Gender,すいようせい
栽培,cultivation,Planting + Cultivate,さいばい
培う,to cultivate,Cultivate,つちか
輝く,to shine,Radiance,かがや
輝き,brightness,Radiance,かがや
光輝,brightness,Sunlight + Radiance,こうき
輝度,brightness,Radiance + Degrees,きど
飢える,to starve,Starve,う
飢え,hunger,Starve,う
飢餓,starvation,Starve + Starve,きが
踊り,dance,Dance,おど
踊り場,place for dancing,Dance + Location,おどば
賢い,wise,Clever,かしこ
咲く,to bloom,Blossom,さ
遂げる,to accomplish,Accomplish,と
斜体,oblique type,Diagonal + Body,しゃたい
蚊帳,mosquito net,Mosquito + Notebook,かや
尽くす,to use up,Exhaust,つ
尽きる,to be used up,Exhaust,つ
理不尽,unreasonable,Reason + Not + Exhaust,りふじん
大麻,hemp,Big + Hemp,たいま
麻布,hemp cloth,Hemp + Cloth,あさぬの
騎馬,horse riding,Horse + Horse,きば
帳簿,account book,Notebook + Record Book,ちょうぼ
記帳,registry,Write Down + Notebook,きちょう
メモ帳,memo book,Notebook,ちょう
陛下,Your Majesty,Highness + Below,へいか
劣る,to be inferior to,Inferiority,おと
卑劣,mean,Lowly + Inferiority,ひれつ
桑原,mulberry field,Mulberry + Original,くわばら
衰える,to become weak,Decline,おとろ
潤い,moisture,Watered,うるお
潤う,to become moist,Watered,うるお
刈る,"to cut (grass, hair, etc.)",Prune,か
鬱陶しい,gloomy (e.g. mood),Gloom + Pottery,うっとう
隔月,every second month,Isolate + Moon,かくげつ
勘案,taking into consideration,Intuition + Plan,かんあん
誓い,oath,Vow,ちか
煮る,to boil,Boil,に
煮物,nimono,Boil + Thing,にもの
淡い,light,Faint,あわ
覆る,to topple over,Capsize,くつがえ
気概,strong spirit,Energy + Approximation,きがい
唯物論,materialism,Solely + Thing + Theory,ゆいぶつろん
漬ける,to soak (in),Pickle,つ
浸す,to soak,Immersed,ひた
浸る,to be soaked in,Immersed,ひた
浸かる,to be submerged,Immersed,つ
漂う,to drift,Drift,ただよ
漂着,drifting ashore,Drift + Wear,ひょうちゃく
壮年,prime of life,Robust + Year,そうねん
顕彰,honouring (publicly),Appear + Patent,けんしょう
連峰,mountain range,Take Along + Summit,れんぽう
水晶,(rock) crystal,Water + Crystal,すいしょう
鬱気,gloomy,Gloom + Energy,うっき
軌跡,tire track,Rut + Traces,きせき
仰ぐ,to look up (at),Look Up To,あお
仰々しい,exaggerated,Look Up To + Repeater,ぎょうぎょう
仰天,being amazed,Look Up To + Heaven,ぎょうてん
翻る,to flutter (in the wind),Flip,ひるがえ
翻意,changing one's mind,Flip + Idea,ほんい
頂く,to receive,Summit,いただ
四隅,four corners,Four + Corner,よすみ
公邸,official residence,Public + Residence,こうてい
邸内,grounds,Residence + Inside,ていない
不貞,unfaithfulness,Not + Chastity,ふてい
貞節,chastity,Chastity + Season,ていせつ
脂肪,fat,Fat + Obese,しぼう
渦中,vortex,Whirlpool + Middle,かちゅう
苗木,seedling,Seedling + Tree,なえぎ
沸かす,to boil,Boil,わ
沸く,to grow hot (e.g. water),Boil,わ
沸騰,boiling,Boil + Inflation,ふっとう
沸点,boiling point,Boil + Point,ふってん
洗濯屋,laundry,Wash + Wash + Roof,せんたくや
洗濯粉,detergent,Wash + Wash + Powder,せんたくこ
耕す,to till,Plow,たがや
枯れる,to wither (of a plant),Wither,か
枯らす,to let dry,Wither,か
召す,to call,Call,め
挟まる,to get between,Between,はさ
颯と,quickly (esp. actions),Quick,さっ
遭遇,encounter,Encounter + Treatment,そうぐう
偏食,unbalanced diet,Biased + Eat,へんしょく
貫く,to go through,Pierce,つらぬ
貫き通す,to go through,Pierce + Pass Through,つらぬとお
突貫,charging (at the enemy) with a shout,Stab + Pierce,とっかん
陥没,cave-in,Cave In + Die,かんぼつ
密猟,poaching,Secrecy + Hunting,みつりょう
擁立,backing (for a position),Embrace + Stand,ようりつ
抱擁,embrace,Hug + Embrace,ほうよう
怠慢,negligence,Lazy + Ridicule,たいまん
殊勲,distinguished services,Especially + Merit,しゅくん
覇気,spirit,Leadership + Energy,はき
制覇,conquest,Control + Leadership,せいは
覇者,supreme ruler,Leadership + Someone,はしゃ
芳しい,sweet-smelling,Perfume,かんば
優遇,favorable treatment,Superior + Treatment,ゆうぐう
処遇,treatment (of a person),Deal With + Treatment,しょぐう
陳列室,showroom,Exhibit + Row + Room,ちんれつしつ
怠ける,to be lazy,Lazy,なま
怠る,to neglect,Lazy,おこた
怠い,sluggish,Lazy,だる
膨らむ,to expand,Swell,ふく
膨れる,to swell (out),Swell,ふく
出没,making frequent appearances,Exit + Die,しゅつぼつ
没後,after death,Die + Behind,ぼつご
真鯉,black carp,Reality + Carp,まごい
錦鯉,coloured carp,Brocade + Carp,にしきごい
緋鯉,red carp,Scarlet + Carp,ひごい
自浄,self-purification,Self + Cleanse,じじょう
浄水,clean water,Cleanse + Water,じょうすい
浄化,purification,Cleanse + Change,じょうか
不浄,unclean,Not + Cleanse,ふじょう
随所,everywhere,All + Place,ずいしょ
啓蒙,enlightenment,Enlighten + Darkness,けいもう
蒙古,Mongolia (region),Darkness + Old,もうこ
胞子,spore,Cell + Child,ほうし
虐げる,to oppress,Oppress,しいた
教諭,(licensed) teacher,Teach + Admonish,きょうゆ
寛ぐ,to relax,Tolerance,くつろ
経緯,details,Passage Of Time + Latitude,けいい
緯線,parallel,Latitude + Line,いせん
据える,to place (in position),Install,す
本舗,head office,Book + Shop,ほんぽ
稿料,manuscript fee,Draft + Fee,こうりょう
惨状,disastrous scene,Disaster + Condition,さんじょう
惨敗,ignominious defeat,Disaster + Failure,ざんぱい
化繊,synthetic fiber,Change + Fiber,かせん
合繊,synthetic fiber,Suit + Fiber,ごうせん
剰余金,surplus,Surplus + Surplus + Gold,じょうよきん
尚且つ,besides,Furthermore + Also,なおか
疾風,gale,Rapid + Wind,しっぷう
逸れる,to turn away,Deviate,そ
叙勲,conferring of decorations,Describe + Merit,じょくん
愚か,foolish,Foolish,おろ
愚痴,idle complaint,Foolish + Stupid,ぐち
無報酬,unpaid,Nothing + News + Repay,むほうしゅう
卸す,to sell wholesale,Wholesale,おろ
下ろし,dropping,Below,お
疎通,(mutual) understanding,Neglect + Pass Through,そつう
疎か,negligent,Neglect,おろそ
疎ら,sparse,Neglect,まば
疎開,evacuation (to the country),Neglect + Open,そかい
空疎,empty (e.g. argument),Sky + Neglect,くうそ
痴呆,dementia,Stupid + Shock,ちほう
呆れる,to be amazed,Shock,あき
惚け,fool,,ぼ
ボケる,to grow senile,,
呆れ返る,to be utterly amazed,Shock + Return,あきかえ
欄外,margin,Column + Outside,らんがい
元旦,New Year's Day,Origin + Dawn,がんたん
惜しい,regrettable,Frugal,お
癒着,adhesion,Healing + Wear,ゆちゃく
憂国,patriotic concern for the future of one's country,Grief + Country,ゆうこく
憂える,to worry about,Grief,うれ
脊髄,spinal cord,Stature + Marrow,せきずい
骨髄,bone marrow,Bone + Marrow,こつずい
累進,successive promotion,Accumulate + Advance,るいしん
粗い,coarse,Coarse,あら
粗悪,coarse,Coarse + Bad,そあく
臥せる,to lie down,,ふ
伏線,foreshadowing,Bow + Line,ふくせん
重鎮,leader,Heavy + Tranquilize,じゅうちん
奉行,magistrate,Dedicate + Go,ぶぎょう
脊椎,spine,Stature + Oak,せきつい
弥生,third month of the lunar calendar,Increasing + Life,やよい
佳作,fine (piece of) work,Excellent + Make,かさく
凝る,to become stiff (of muscles),Congeal,こ
来賓,guest,Come + VIP,らいひん
国賓,state guest,Country + VIP,こくひん
碑文,inscription,Tombstone + Writing,ひぶん
米穀,rice,Rice + Grain,べいこく
縛る,to tie,Bind,しば
金縛り,binding hand and foot,Gold + Bind,かなしば
飽きる,to get tired of,Bored,あ
飽き,weariness,Bored,あ
飽食,eating until one is full,Bored + Eat,ほうしょく
窮状,distress,Destitute + Condition,きゅうじょう
宰相,prime minister,Manager + Mutual,さいしょう
拍子,(musical) time,Beat + Child,ひょうし
凡庸,mediocre,Mediocre + Common,ぼんよう
恭しい,polite,Respect,うやうや
交錯,mixture,Mix + Confused,こうさく
縫う,to sew,Sew,ぬ
弦楽,music for strings,Chord + Comfort,げんがく
凡人,ordinary person,Mediocre + Person,ぼんじん
遥か,far away,Far Off,はる
中尉,first lieutenant,Middle + Military Officer,ちゅうい
摂理,laws (of nature),In Addition + Reason,せつり
舶来,imported,Ship + Come,はくらい
直轄,direct control,Fix + Control,ちょっかつ
意匠,design,Idea + Artisan,いしょう
凛々しい,gallant,Cold + Repeater,りり
佳日,auspicious day,Excellent + Sun,かじつ
寂しい,lonely,Lonely,さび
窒素,nitrogen (N),Suffocate + Element,ちっそ
漬け,pickled (something),Pickle,づ
漬物,tsukemono (pickled vegetables),Pickle + Thing,つけもの
盲腸,cecum,Blind + Intestines,もうちょう
大腸,large intestine,Big + Intestines,だいちょう
鼓膜,eardrum,Beat + Membrane,こまく
受胎,conception,Accept + Womb,じゅたい
堕胎,abortion,Degenerate + Womb,だたい
遮る,to interrupt,Intercept,さえぎ
醸す,"to brew (sake, etc.)",Brew,かも
醸成,brewing,Brew + Become,じょうせい
酵母,yeast,Ferment + Mother,こうぼ
間伐,periodic thinning (e.g. forest),Interval + Fell,かんばつ
敢行,decisive action,Daring + Go,かんこう
凸凹,unevenness,Convex + Concave,でこぼこ
凹む,to be dented,Concave,へこ
凹凸,unevenness,Concave + Convex,おうとつ
萌え,sprouting,Sprout,も
一遍,once,One + Universal,いっぺん
何遍,how many times,What + Universal,なんべん
一遍に,(all) at once,One + Universal,いっぺん
弔う,to mourn for,Condolence,とむら
慶弔,congratulations and condolences,Congratulate + Condolence,けいちょう
水槽,water tank,Water + Tank,すいそう
早乙女,young female rice planter,Early + Latter + Woman,さおとめ
約款,agreement,Promise + Article,やっかん
カラス,crow (Corvus spp.),,
酌む,to pour (sake),Serve,く
媒酌,matchmaking,Mediator + Serve,ばいしゃく
濁る,to become muddy,Muddy,にご
濁す,to make muddy (of a liquid),Muddy,にご
濁流,muddy stream,Muddy + Stream,だくりゅう
憤慨,indignation,Resent + Sigh,ふんがい
憤り,resentment,Resent,いきどお
感慨無量,deep emotion,Feeling + Sigh + Nothing + Quantity,かんがいむりょう
感慨深い,deeply emotive,Feeling + Sigh + Deep,かんがいぶか
藩主,feudal lord,Fiefdom + Master,はんしゅ
地殻,(Earth's) crust,Earth + Husk,ちかく
朽ちる,to rot,Rot,く
淑やか,graceful,Graceful,しと
回忌,death anniversary,Times + Mourning,かいき
豪傑,hero,Luxurious + Greatness,ごうけつ
年譜,chronological record,Year + Genealogy,ねんぷ
譜面,sheet music,Genealogy + Face,ふめん
凌ぐ,to endure,Endure,しの
憧れる,to long for,Long For,あこが
憧れ,yearning,Long For,あこが
甚だ,very,Very,はなは
慶事,happy event,Congratulate + Action,けいじ
侮蔑,scorn,Despise + Scorn,ぶべつ
蔑む,to scorn,Scorn,さげす
法曹,legal profession,Method + Official,ほうそう
遷都,relocation of the capital,Transition + Metropolis,せんと
侮る,to disdain,Despise,あなど
紡ぐ,to spin,Spinning,つむ
詠む,to compose (a Japanese poem),Compose,よ
浪人,ronin,Wander + Person,ろうにん
醜態,disgraceful behavior,Ugly + Appearance,しゅうたい
漸く,finally,Gradually,ようや
湧く,to well (up),Well,わ
慕う,to yearn for,Yearn For,した
思慕,yearning,Think + Yearn For,しぼ
蛮行,act of barbarity,Barbarian + Go,ばんこう
坑道,tunnel,Pit + Road,こうどう
マス目,measure,Eye,め
海藻,seaweed,Sea + Seaweed,かいそう
謹賀新年,Happy New Year,Humble + Congratulations + New + Year,きんがしんねん
総理大臣,prime minister ,Whole + Reason + Big + Servant,そうりだいじん
大尉,captain ,Big + Military Officer,たいい
大仏,large statue of Buddha ,Big + Buddha,だいぶつ
大根,daikon ,Big + Root,だいこん
外人,foreigner ,Outside + Person,がいじん
九州,Kyūshū ,Nine + State,きゅうしゅう
上演,performance ,Above + Perform,じょうえん
下町,low-lying part of a city ,Below + Town,したまち
入学,admission ,Enter + Study,にゅうがく
押入れ,closet ,Push + Enter,おしい
悔しい,frustrated ,Regret,くや
口笛,whistle ,Mouth + Flute,くちぶえ
全力,all one's power ,All + Power,ぜんりょく
少女,girl ,Few + Woman,しょうじょ
作文,writing ,Make + Writing,さくぶん
駐日,resident in Japan ,Resident + Sun,ちゅうにち
月見,moon viewing ,Moon + See,つきみ
夕刊,evening edition ,Evening + Edition,ゆうかん
告白,confession ,Announce + White,こくはく
台詞,(spoken) line ,Machine + Part Of Speech,せりふ
四国,Shikoku ,Four + Country,しこく
出かける,to go out ,Exit,で
判子,seal ,Judge + Child,
矯正,correction ,Correct + Correct,きょうせい
本館,main building ,Book + Public Building,ほんかん
本州,Honshū ,Book + State,ほんしゅう
淡水,fresh water ,Faint + Water,たんすい
久しぶり,a long time ,Long Time,ひさ
久しい,long ,Long Time,ひさ
公共,public ,Public + Together,こうきょう
学生,student ,Study + Life,がくせい
市営,(under) municipal management ,City + Manage,しえい
北海道,Hokkaido ,North + Sea + Road,ほっかいどう
今更,now ,Now + Again,いまさら
舞台,stage ,Dance + Machine,ぶたい
かき氷,shaved ice ,Ice,ごおり
主催,sponsorship ,Master + Sponsor,しゅさい
汽車,train ,Steam + Car,きしゃ
降車,alighting ,Descend + Car,こうしゃ
露見,discovery ,Expose + See,ろけん
病気,illness ,Sick + Energy,びょうき
担当,being in charge ,Carry + Correct,たんとう
関西,Kansai ,Related + West,かんさい
渓谷,valley ,Valley + Valley,けいこく
走行,running ,Run + Go,そうこう
肌色,flesh colour ,Skin + Color,はだいろ
徐行,going slowly ,Gently + Go,じょこう
作品,work ,Make + Product,さくひん
来る,to come ,Come,く
会釈,slight bow ,Meet + Explanation,えしゃく
入れ墨,tattoo ,Enter + Black Ink,いずみ
部首,radical ,Part + Neck,ぶしゅ
海峡,channel ,Sea + Ravine,かいきょう
お茶,tea ,Tea,ちゃ
画面,screen ,Drawing + Face,がめん
画廊,art gallery ,Drawing + Corridor,がろう
食糧,food ,Eat + Provisions,しょくりょう
後輩,junior ,Behind + Comrade,こうはい
灯る,to be lit ,Lamp,とも
化ける,to take the form of ,Change,ば
南蛮,southern barbarians ,South + Barbarian,なんばん
究明,investigation ,Research + Bright,きゅうめい
活動,activity ,Lively + Move,かつどう
活躍,activity ,Lively + Leap,かつやく
通訳,interpretation ,Pass Through + Translation,つうやく
未遂,failed attempt ,Not Yet + Accomplish,みすい
源氏,Genji ,Origin + Family Name,げんじ
源氏物語,The Tale of Genji ,Origin + Family Name + Thing + Language,げんじものがたり
総理,prime minister ,Whole + Reason,そうり
決裂,breakdown ,Decide + Split,けつれつ
刺身,sashimi ,Stab + Body,さしみ
極楽,Sukhavati ,Extreme + Comfort,ごくらく
朝刊,morning edition ,Morning + Edition,ちょうかん
合わせる,to match ,Suit,あ
投稿,contribution ,Throw + Draft,とうこう
著者,author ,Author + Someone,ちょしゃ
編集者,editor ,Knit + Collect + Someone,へんしゅうしゃ
犠牲者,victim ,Sacrifice + Offering + Someone,ぎせいしゃ
挿絵,illustration ,Insert + Drawing,さしえ
所属,belonging to ,Place + Belong,しょぞく
街道,highway ,Street + Road,かいどう
洋服,Western-style clothes ,Western Style + Clothes,ようふく
克服,conquest ,Overcome + Clothes,こくふく
呉服,cloth ,Give + Clothes,ごふく
